gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,customerID - Copy,Multiple lines,Streaming Tv,Tenure Band,Customer Type,Risk Type
Male,1,No,No,9,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,74.05,678.45,No,6860-Yrjzp,Yes,No,6-12 Months,Existing Customer,Normal
Male,1,No,No,43,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,84.85,3645.6,No,5019-Gqvcr,Yes,Yes,12+Months,Existing Customer,Normal
Male,1,No,No,8,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,69.7,572.85,No,1016-Djtsv,No,No,6-12 Months,Existing Customer,Normal
Female,1,No,No,2,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,69.6,131.65,Yes,5276-Kqwhg,No,No,0-6 Months,New Customer,High Risk
Female,1,No,No,31,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,73.9,2217.15,Yes,2091-Rffba,Yes,No,12+Months,Existing Customer,Normal
Female,1,No,No,8,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,75.75,606.25,Yes,7130-Vtewq,Yes,No,6-12 Months,Existing Customer,Normal
Female,1,No,No,9,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,80.85,751.65,Yes,1704-Nrwye,No,Yes,6-12 Months,Existing Customer,Normal
Male,1,No,No,3,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,79.9,260.9,Yes,6161-Uuuta,No,Yes,0-6 Months,New Customer,High Risk
Female,1,No,No,4,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,74.9,321.75,Yes,0722-Troqr,Yes,No,0-6 Months,New Customer,High Risk
Female,1,No,No,37,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,76.25,2841.55,Yes,8696-Jkznu,Yes,No,12+Months,Existing Customer,Normal
Female,1,No,No,3,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,70.4,204.7,Yes,2055-Pdadh,No,No,0-6 Months,New Customer,High Risk
Male,1,No,No,20,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,84.35,1745.2,No,8875-Akbyh,Yes,Yes,12+Months,Existing Customer,Normal
Male,1,No,No,3,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,77,237.75,Yes,8258-Gstjk,Yes,No,0-6 Months,New Customer,High Risk
Female,1,No,No,3,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,70.3,235.5,Yes,6168-Wfvvf,No,No,0-6 Months,New Customer,High Risk
Male,1,No,No,4,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,70.65,293.85,No,0644-Oqmdk,No,No,0-6 Months,New Customer,High Risk
Female,1,No,No,2,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,70.65,142.35,Yes,4342-Hentk,No,No,0-6 Months,New Customer,High Risk
Female,1,No,No,14,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,74.3,1096.25,Yes,2272-Qagfo,Yes,No,12+Months,Existing Customer,Normal
Male,1,No,No,6,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,79.7,497.6,No,6229-Lsckb,No,Yes,0-6 Months,New Customer,High Risk
Female,0,No,No,2,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,70.7,151.65,Yes,9237-Hqitu,No,No,0-6 Months,New Customer,High Risk
Male,0,No,No,5,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,69.7,316.9,Yes,6047-Yhpvi,No,No,0-6 Months,New Customer,High Risk
Female,0,No,No,2,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,80.65,144.15,Yes,7760-Oypdy,No,Yes,0-6 Months,New Customer,High Risk
Male,0,No,No,3,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,74.4,229.55,Yes,0404-Swrvg,Yes,No,0-6 Months,New Customer,High Risk
Female,0,No,No,2,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,69.7,135.2,No,4482-Ewfmi,No,No,0-6 Months,New Customer,High Risk
Female,0,No,No,4,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,70.15,268.35,Yes,9408-Ssnvz,No,No,0-6 Months,New Customer,High Risk
Male,0,No,No,5,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,80.6,415.55,Yes,7563-Biupc,No,Yes,0-6 Months,New Customer,High Risk
Female,0,No,No,7,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,73.85,511.25,Yes,0122-Oahpz,Yes,No,6-12 Months,Existing Customer,Normal
Male,0,No,No,2,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,85.65,181.5,Yes,0259-Gbzsh,Yes,Yes,0-6 Months,New Customer,High Risk
Male,0,No,No,2,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,79.95,174.45,No,4234-Xtnea,No,Yes,0-6 Months,New Customer,High Risk
Male,0,No,No,9,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,70.5,597.9,No,8270-Rksap,No,No,6-12 Months,Existing Customer,Normal
Female,0,No,No,3,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,70.15,194.2,No,6077-Bdpxa,No,No,0-6 Months,New Customer,High Risk
Male,0,No,No,7,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,69.55,521.35,No,4291-Shsbh,No,No,6-12 Months,Existing Customer,Normal
Female,0,No,No,2,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,75.9,143.35,Yes,1618-Cfhme,Yes,No,0-6 Months,New Customer,High Risk
Male,0,No,No,3,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,76.95,228.4,Yes,5835-Beqeu,Yes,No,0-6 Months,New Customer,High Risk
Female,0,No,No,18,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,85.2,1553.9,Yes,7831-Qgoxh,Yes,Yes,12+Months,Existing Customer,Normal
Male,0,No,No,4,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,70.2,237.95,Yes,2568-Brgyx,No,No,0-6 Months,New Customer,High Risk
Female,0,No,No,18,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,71.1,1247.75,No,1769-Gruik,No,No,12+Months,Existing Customer,Normal
Female,0,No,No,35,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,86.45,3029.1,Yes,6352-Twcau,Yes,Yes,12+Months,Existing Customer,Normal
Male,0,No,No,5,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,69.75,324.6,Yes,2058-Dcjbe,No,No,0-6 Months,New Customer,High Risk
Female,0,No,No,9,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,76.85,663.55,No,1219-Nnddo,Yes,No,6-12 Months,Existing Customer,Normal
Female,0,No,No,29,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,78.9,2384.15,Yes,6311-Ueume,No,Yes,12+Months,Existing Customer,Normal
Male,0,No,No,8,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,74.85,572.45,No,3030-Ydnrm,Yes,No,6-12 Months,Existing Customer,Normal
Male,0,No,No,23,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,74.95,1710.45,Yes,3858-Vobet,Yes,No,12+Months,Existing Customer,Normal
Male,0,No,No,10,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,70,740,Yes,2482-Czgbb,No,No,6-12 Months,Existing Customer,Normal
Female,0,No,No,2,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,80.2,146.05,Yes,4529-Ckbcl,No,Yes,0-6 Months,New Customer,High Risk
Female,0,No,No,4,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,85.65,321.65,Yes,7488-Mxjiv,Yes,Yes,0-6 Months,New Customer,High Risk
Female,0,No,No,3,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,69.85,199.85,No,7245-Niiwq,No,No,0-6 Months,New Customer,High Risk
Female,0,No,No,5,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,84,424.75,No,8739-Xnikg,Yes,Yes,0-6 Months,New Customer,High Risk
Male,0,No,No,13,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,70.15,931.75,No,9506-Uxusk,No,No,12+Months,Existing Customer,Normal
Male,0,No,No,9,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,85.35,758.6,Yes,2691-Nzetq,Yes,Yes,6-12 Months,Existing Customer,Normal
Male,0,No,No,12,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,84.45,1059.55,Yes,7613-Llqfo,Yes,Yes,6-12 Months,Existing Customer,Normal
Female,0,No,No,21,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,68.65,1493.2,No,7855-Diwpo,No,No,12+Months,Existing Customer,Normal
Female,0,No,No,8,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,87.05,762.1,Yes,6979-Znsff,Yes,Yes,6-12 Months,Existing Customer,Normal
Female,0,No,No,17,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,70,1144.5,Yes,3884-Hcswg,No,No,12+Months,Existing Customer,Normal
Male,0,No,No,40,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,84.9,3369.05,No,7586-Zatgz,Yes,Yes,12+Months,Existing Customer,Normal
Female,0,No,No,7,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,75.35,564.65,No,0840-Dfezh,Yes,No,6-12 Months,Existing Customer,Normal
Female,0,No,No,18,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,74.15,1345.75,No,7801-Kicao,Yes,No,12+Months,Existing Customer,Normal
Female,0,No,No,8,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,75.25,576.7,No,3199-Xgzcy,Yes,No,6-12 Months,Existing Customer,Normal
Male,0,No,No,20,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,85.25,1734.5,Yes,6331-Ewieb,Yes,Yes,12+Months,Existing Customer,Normal
Female,0,No,No,3,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,80.5,232.35,No,6357-Jjpqt,No,Yes,0-6 Months,New Customer,High Risk
Male,0,No,No,21,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,73.7,1558.7,No,0491-Kapqg,Yes,No,12+Months,Existing Customer,Normal
Male,0,No,No,2,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,69.8,146.65,No,2897-Dovnd,No,No,0-6 Months,New Customer,High Risk
Male,0,No,No,4,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,76.05,318.9,Yes,8443-Zrdbz,Yes,No,0-6 Months,New Customer,High Risk
Male,0,No,No,6,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,69.1,435,No,3453-Rthjq,No,No,0-6 Months,New Customer,High Risk
Male,0,No,No,12,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,81.45,912,No,1508-Dfxcu,No,Yes,6-12 Months,Existing Customer,Normal
Female,0,No,No,3,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,74.25,210.3,Yes,9306-Cpcbc,Yes,No,0-6 Months,New Customer,High Risk
Female,0,No,No,3,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,74.95,212.4,No,4090-Kpjip,Yes,No,0-6 Months,New Customer,High Risk
Female,0,No,No,11,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,76.5,837.95,Yes,7625-Xcqrh,Yes,No,6-12 Months,Existing Customer,Normal
Female,0,No,No,9,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,74.75,706.6,Yes,4282-Ymkna,Yes,No,6-12 Months,Existing Customer,Normal
Male,0,No,No,6,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,74.9,469.8,Yes,4229-Czmll,Yes,No,0-6 Months,New Customer,High Risk
Female,0,No,No,2,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,70.15,123.8,No,7394-Lwlyn,No,No,0-6 Months,New Customer,High Risk
Female,0,No,No,18,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,69.8,1221.65,No,8630-Fjlib,No,No,12+Months,Existing Customer,Normal
Female,0,No,No,4,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,75.65,302.35,No,4749-Ojkqu,Yes,No,0-6 Months,New Customer,High Risk
Male,0,No,No,3,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,78.5,242.05,Yes,9837-Bmclm,No,Yes,0-6 Months,New Customer,High Risk
Female,0,No,No,7,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,74.9,541.15,Yes,6711-Fldfb,Yes,No,6-12 Months,Existing Customer,Normal
Male,0,No,No,2,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,67.75,116.65,Yes,3750-Ckvkh,No,No,0-6 Months,New Customer,High Risk
Female,0,No,No,2,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,75.55,166.3,Yes,7817-Boqpw,Yes,No,0-6 Months,New Customer,High Risk
Male,0,No,No,2,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,70.3,144,No,9717-Qebgu,No,No,0-6 Months,New Customer,High Risk
Male,0,No,No,2,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,76.5,162.45,Yes,0637-Kvdlv,Yes,No,0-6 Months,New Customer,High Risk
Female,0,No,No,3,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,79.4,244.65,Yes,1678-Fyzow,No,Yes,0-6 Months,New Customer,High Risk
Female,0,No,No,2,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,70.95,137.95,Yes,3721-Cneys,No,No,0-6 Months,New Customer,High Risk
Male,0,No,No,4,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,81,340.85,Yes,2612-Rridn,No,Yes,0-6 Months,New Customer,High Risk
Male,0,No,No,9,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,75.85,724.65,No,7354-Oijlx,Yes,No,6-12 Months,Existing Customer,Normal
Female,0,No,No,8,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,73.5,632.2,No,8541-Qvfkm,Yes,No,6-12 Months,Existing Customer,Normal
Male,0,No,No,9,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,76.25,684.85,No,5928-Qldhb,Yes,No,6-12 Months,Existing Customer,Normal
Female,0,No,No,2,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,79.75,164.5,Yes,1981-Inrfu,No,Yes,0-6 Months,New Customer,High Risk
Female,0,No,No,31,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,76.05,2227.8,No,8486-Ayeqh,Yes,No,12+Months,Existing Customer,Normal
Female,0,No,No,10,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,74.75,799.65,Yes,8065-Ykxkd,Yes,No,6-12 Months,Existing Customer,Normal
Male,0,No,No,2,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,80.25,144.55,Yes,9689-Ptnpg,No,Yes,0-6 Months,New Customer,High Risk
Female,0,No,No,7,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,79.7,586.05,Yes,6437-Ukhmv,No,Yes,6-12 Months,Existing Customer,Normal
Female,0,No,No,29,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,74.2,1993.25,No,3002-Wqzwt,Yes,No,12+Months,Existing Customer,Normal
Male,0,No,No,17,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,70.8,1207,No,9432-Vofyx,No,No,12+Months,Existing Customer,Normal
Female,0,No,No,3,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,75.5,220.6,Yes,1320-Htrdr,Yes,No,0-6 Months,New Customer,High Risk
Female,0,No,No,7,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,79,522.95,Yes,7638-Qvmvy,No,Yes,6-12 Months,Existing Customer,Normal
Female,0,No,No,3,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,70.25,229.7,No,9633-Xqabv,No,No,0-6 Months,New Customer,High Risk
Female,0,No,No,5,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,85.2,474.8,Yes,4548-Sdbke,Yes,Yes,0-6 Months,New Customer,High Risk
Female,0,No,No,3,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,75.8,246.3,Yes,4581-Sspwd,Yes,No,0-6 Months,New Customer,High Risk
Female,0,No,No,4,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,79,303.15,Yes,8752-Stivr,No,Yes,0-6 Months,New Customer,High Risk
Female,0,No,No,55,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,73.1,4144.9,No,2101-Rancd,Yes,No,12+Months,Existing Customer,Normal
Male,0,No,No,9,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,85.5,791.7,No,2215-Zafgx,Yes,Yes,6-12 Months,Existing Customer,Normal
Male,0,No,No,4,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,74.35,265.35,Yes,8083-Ytzes,Yes,No,0-6 Months,New Customer,High Risk
Female,0,No,No,46,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Credit Card (Automatic),74.8,3548.3,No,6572-Adkrs,No,No,12+Months,Existing Customer,Normal
Female,0,Yes,No,7,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),98.45,496.9,Yes,9191-Myqkx,No,No,6-12 Months,Existing Customer,Normal
Female,1,No,No,27,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Electronic Check,78.05,2135.5,Yes,4412-Yltkf,Yes,No,12+Months,Existing Customer,Normal
Female,1,No,No,17,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Credit Card (Automatic),82.65,1470.05,No,2739-Cacdq,Yes,No,12+Months,Existing Customer,Normal
Female,0,No,No,2,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,No,Mailed Check,80.6,155.8,Yes,2868-Snelz,Yes,No,0-6 Months,New Customer,High Risk
Female,1,No,No,1,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),75.3,75.3,Yes,5564-Nemqo,No,No,0-6 Months,New Customer,High Risk
Male,0,No,Yes,11,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Mailed Check,78,851.8,No,8981-Fjgla,Yes,No,6-12 Months,Existing Customer,Normal
Male,0,No,No,12,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Electronic Check,89.55,1021.75,No,5348-Cagxb,Yes,Yes,6-12 Months,Existing Customer,Normal
Female,1,No,No,4,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Electronic Check,89.2,346.2,Yes,2865-Tchjw,Yes,Yes,0-6 Months,New Customer,High Risk
Female,0,No,No,1,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Mailed Check,74.6,74.6,Yes,2024-Baskd,No,No,0-6 Months,New Customer,High Risk
Female,0,No,No,3,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Mailed Check,74.75,238.1,No,2800-Veqxm,No,No,0-6 Months,New Customer,High Risk
Male,0,Yes,No,29,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Credit Card (Automatic),75.3,2263.4,No,3014-Wjksm,No,No,12+Months,Existing Customer,Normal
Male,1,Yes,No,68,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Credit Card (Automatic),80.35,5589.3,No,6952-Omnwb,Yes,No,12+Months,Existing Customer,Normal
Female,1,No,No,3,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,No,Mailed Check,75.05,202.9,No,3966-Hrmza,No,No,0-6 Months,New Customer,High Risk
Female,1,No,No,7,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Electronic Check,84.35,609.65,No,2123-Ageen,No,Yes,6-12 Months,Existing Customer,Normal
Male,1,No,No,32,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Credit Card (Automatic),81.1,2619.25,No,6259-Wjqlc,Yes,No,12+Months,Existing Customer,Normal
Female,0,No,No,26,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Electronic Check,80.7,2193,No,6103-Bocou,Yes,No,12+Months,Existing Customer,Normal
Female,1,Yes,Yes,32,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Mailed Check,91.35,2896.55,No,9904-Ehevj,Yes,Yes,12+Months,Existing Customer,Normal
Female,1,No,No,13,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Electronic Check,74.3,940.35,Yes,4441-Nihpt,No,No,12+Months,Existing Customer,Normal
Female,0,Yes,No,37,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Credit Card (Automatic),78.95,2839.65,Yes,7627-Jkiaz,Yes,No,12+Months,Existing Customer,Normal
Male,0,No,No,7,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,No,Mailed Check,74.65,544.55,Yes,0927-Lcsmg,No,No,6-12 Months,Existing Customer,Normal
Male,0,No,No,7,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Electronic Check,90.45,593.45,Yes,1579-Klydt,Yes,Yes,6-12 Months,Existing Customer,Normal
Female,0,Yes,No,15,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Electronic Check,84.3,1308.4,Yes,7861-Uvuft,No,Yes,12+Months,Existing Customer,Normal
Male,1,No,No,44,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,No,Electronic Check,73.85,3122.4,No,6896-Srvyq,No,No,12+Months,Existing Customer,Normal
Female,0,No,No,2,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Electronic Check,91.4,193.6,Yes,9546-Cqjsu,Yes,Yes,0-6 Months,New Customer,High Risk
Female,1,No,No,5,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Credit Card (Automatic),75.55,349.65,Yes,0506-Lvngn,No,No,0-6 Months,New Customer,High Risk
Male,0,Yes,No,31,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,No,Credit Card (Automatic),88.65,2683.2,No,9777-Wjjpr,Yes,Yes,12+Months,Existing Customer,Normal
Male,0,No,No,17,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Electronic Check,76.65,1313.55,Yes,1092-Ganhu,No,No,12+Months,Existing Customer,Normal
Female,0,No,No,14,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,No,Electronic Check,75.35,1025.95,Yes,8519-Qjgjd,No,No,12+Months,Existing Customer,Normal
Male,1,Yes,No,6,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Electronic Check,80.8,457.1,No,9957-Yodkz,Yes,No,0-6 Months,New Customer,High Risk
Male,1,No,No,1,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Electronic Check,88.8,0,Yes,3068-Omwza,Yes,Yes,0-6 Months,New Customer,High Risk
Female,0,Yes,No,9,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),75.75,655.9,Yes,1262-Opmfy,No,No,6-12 Months,Existing Customer,Normal
Female,1,No,No,3,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,No,Electronic Check,73.85,196.4,No,4854-Cidcf,No,No,0-6 Months,New Customer,High Risk
Female,0,No,No,1,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,No,Electronic Check,76.35,76.35,Yes,6910-Hadcm,No,No,0-6 Months,New Customer,High Risk
Female,1,No,No,23,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Mailed Check,79.35,1835.3,No,2070-Xymfh,Yes,No,12+Months,Existing Customer,Normal
Male,0,Yes,Yes,55,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Credit Card (Automatic),90.4,5099.15,No,7449-Hvpiv,Yes,Yes,12+Months,Existing Customer,Normal
Female,1,No,No,9,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,No,Credit Card (Automatic),75.5,637.4,No,7020-Ozkxz,No,No,6-12 Months,Existing Customer,Normal
Male,0,No,No,24,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Mailed Check,89.85,2165.05,Yes,8565-Clbzw,Yes,Yes,12+Months,Existing Customer,Normal
Female,0,Yes,Yes,23,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Credit Card (Automatic),75.3,1702.9,No,5934-Tssau,No,No,12+Months,Existing Customer,Normal
Male,0,No,Yes,18,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Credit Card (Automatic),80.55,1406.65,No,2911-Wdxmv,Yes,No,12+Months,Existing Customer,Normal
Male,0,No,No,11,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,No,Electronic Check,72.9,818.45,No,1391-Ubdar,No,No,6-12 Months,Existing Customer,Normal
Female,0,Yes,No,25,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Electronic Check,74.6,1797.75,No,7978-Dkuqh,No,No,12+Months,Existing Customer,Normal
Female,0,No,No,2,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Electronic Check,75.8,160.75,Yes,5159-Yfpkq,No,No,0-6 Months,New Customer,High Risk
Female,0,Yes,No,7,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Electronic Check,86.25,587.1,Yes,4285-Gyrqc,No,Yes,6-12 Months,Existing Customer,Normal
